model,model_id,prompt_variant,run,occupation,soc2020_code,score,confidence,rationale,temperature,top_p,max_tokens,context_cleared
ChatGPT,GPT-4o,main_prompt,5,Environmental scientist,2152,4,High,Original rationale supplied in user-pasted ChatGPT JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
ChatGPT,GPT-4o,main_prompt,5,Environmental/geo-environmental engineer,2152,3,Medium,Original rationale supplied in user-pasted ChatGPT JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
ChatGPT,GPT-4o,main_prompt,5,Sustainability officer,2152,5,High,Original rationale supplied in user-pasted ChatGPT JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
ChatGPT,GPT-4o,main_prompt,5,Energy manager,2152,4,High,Original rationale supplied in user-pasted ChatGPT JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
ChatGPT,GPT-4o,main_prompt,5,Hydrogeologist,2114,3,Medium,Original rationale supplied in user-pasted ChatGPT JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
ChatGPT,GPT-4o,main_prompt,5,Hydrologist,2114,3,Medium,Original rationale supplied in user-pasted ChatGPT JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
ChatGPT,GPT-4o,main_prompt,6,Civil engineer,2121,3,Medium,Original rationale supplied in user-pasted ChatGPT JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
ChatGPT,GPT-4o,main_prompt,6,Structural engineer,2121,3,Medium,Original rationale supplied in user-pasted ChatGPT JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
ChatGPT,GPT-4o,main_prompt,6,Geotechnical engineer,2121,3,Medium,Original rationale supplied in user-pasted ChatGPT JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
ChatGPT,GPT-4o,main_prompt,6,Transportation engineer,2121,4,High,Original rationale supplied in user-pasted ChatGPT JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
ChatGPT,GPT-4o,main_prompt,6,Water engineer (professional),2121,3,Medium,Original rationale supplied in user-pasted ChatGPT JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
ChatGPT,GPT-4o,main_prompt,6,Building and building services engineer,2121,4,High,Original rationale supplied in user-pasted ChatGPT JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
ChatGPT,GPT-4o,main_prompt,6,Engineering project manager,2127,4,High,Original rationale supplied in user-pasted ChatGPT JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
ChatGPT,GPT-4o,main_prompt,6,Project engineer,2127,4,High,Original rationale supplied in user-pasted ChatGPT JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
ChatGPT,GPT-4o,main_prompt,6,Energy engineer,2129,4,High,Original rationale supplied in user-pasted ChatGPT JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
ChatGPT,GPT-4o,main_prompt,6,Traffic engineer,2129,4,High,Original rationale supplied in user-pasted ChatGPT JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
ChatGPT,GPT-4o,main_prompt,6,Heating and ventilating engineer (professional),2129,3,Medium,Original rationale supplied in user-pasted ChatGPT JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
ChatGPT,GPT-4o,main_prompt,6,Gas engineer (professional),2129,2,Medium,Original rationale supplied in user-pasted ChatGPT JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
ChatGPT,GPT-4o,main_prompt,6,Construction project manager,2455,4,High,Original rationale supplied in user-pasted ChatGPT JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
ChatGPT,GPT-4o,main_prompt,6,Construction contract manager,2455,4,High,Original rationale supplied in user-pasted ChatGPT JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
ChatGPT,GPT-4o,main_prompt,6,Transport planner,2455,5,High,Original rationale supplied in user-pasted ChatGPT JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
ChatGPT,GPT-4o,main_prompt,6,Quantity surveyor,2453,5,High,Original rationale supplied in user-pasted ChatGPT JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
ChatGPT,GPT-4o,main_prompt,6,Building control surveyor,2454,3,Medium,Original rationale supplied in user-pasted ChatGPT JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
ChatGPT,GPT-4o,main_prompt,6,Land surveyor,2454,3,Medium,Original rationale supplied in user-pasted ChatGPT JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
ChatGPT,GPT-4o,main_prompt,6,Hydrographic surveyor,2454,2,Medium,Original rationale supplied in user-pasted ChatGPT JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
ChatGPT,GPT-4o,main_prompt,6,Town planning officer,2452,5,High,Original rationale supplied in user-pasted ChatGPT JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
ChatGPT,GPT-4o,main_prompt,6,Urban designer,2452,4,High,Original rationale supplied in user-pasted ChatGPT JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
ChatGPT,GPT-4o,main_prompt,6,Chartered architectural technologist,2452,4,High,Original rationale supplied in user-pasted ChatGPT JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
ChatGPT,GPT-4o,main_prompt,6,BIM technician,3120,5,High,Original rationale supplied in user-pasted ChatGPT JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
ChatGPT,GPT-4o,main_prompt,6,CAD technician,3120,5,High,Original rationale supplied in user-pasted ChatGPT JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
ChatGPT,GPT-4o,main_prompt,6,Architectural technician,3120,4,High,Original rationale supplied in user-pasted ChatGPT JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
ChatGPT,GPT-4o,main_prompt,6,Cartographer,3120,5,High,Original rationale supplied in user-pasted ChatGPT JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
ChatGPT,GPT-4o,main_prompt,6,Civil engineering technician,3114,3,Medium,Original rationale supplied in user-pasted ChatGPT JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
ChatGPT,GPT-4o,main_prompt,6,Building technician,3114,2,Medium,Original rationale supplied in user-pasted ChatGPT JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
ChatGPT,GPT-4o,main_prompt,6,Surveying technician,3114,2,Medium,Original rationale supplied in user-pasted ChatGPT JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
ChatGPT,GPT-4o,main_prompt,6,Planning engineer,2481,4,High,Original rationale supplied in user-pasted ChatGPT JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
ChatGPT,GPT-4o,main_prompt,6,Quality control engineer,2481,3,Medium,Original rationale supplied in user-pasted ChatGPT JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
ChatGPT,GPT-4o,main_prompt,6,Estimator,3541,5,High,Original rationale supplied in user-pasted ChatGPT JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
ChatGPT,GPT-4o,main_prompt,6,Valuer,3541,4,High,Original rationale supplied in user-pasted ChatGPT JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
ChatGPT,GPT-4o,main_prompt,6,Energy adviser and assessor,3541,5,High,Original rationale supplied in user-pasted ChatGPT JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
ChatGPT,GPT-4o,main_prompt,6,Building control officer,3581,3,Medium,Original rationale supplied in user-pasted ChatGPT JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
ChatGPT,GPT-4o,main_prompt,6,Housing and planning inspector,3581,2,Medium,Original rationale supplied in user-pasted ChatGPT JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
ChatGPT,GPT-4o,main_prompt,6,Health and safety inspector,3581,2,Medium,Original rationale supplied in user-pasted ChatGPT JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
ChatGPT,GPT-4o,main_prompt,6,Traffic and vehicle examiner/inspector,3581,2,Medium,Original rationale supplied in user-pasted ChatGPT JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
ChatGPT,GPT-4o,main_prompt,6,Occupational health and safety officer,3582,3,Medium,Original rationale supplied in user-pasted ChatGPT JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
ChatGPT,GPT-4o,main_prompt,6,Fire safety officer,3582,3,Medium,Original rationale supplied in user-pasted ChatGPT JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
ChatGPT,GPT-4o,main_prompt,6,Road traffic and transport safety officer,3582,3,Medium,Original rationale supplied in user-pasted ChatGPT JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
ChatGPT,GPT-4o,main_prompt,6,Occupational hygienist,3582,3,Medium,Original rationale supplied in user-pasted ChatGPT JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
ChatGPT,GPT-4o,main_prompt,6,Environmental health professional,2483,4,High,Original rationale supplied in user-pasted ChatGPT JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
ChatGPT,GPT-4o,main_prompt,6,Environmental consultant,2152,4,High,Original rationale supplied in user-pasted ChatGPT JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
ChatGPT,GPT-4o,main_prompt,6,Environmental scientist,2152,4,High,Original rationale supplied in user-pasted ChatGPT JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
ChatGPT,GPT-4o,main_prompt,6,Environmental/geo-environmental engineer,2152,3,Medium,Original rationale supplied in user-pasted ChatGPT JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
ChatGPT,GPT-4o,main_prompt,6,Sustainability officer,2152,5,High,Original rationale supplied in user-pasted ChatGPT JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
ChatGPT,GPT-4o,main_prompt,6,Energy manager,2152,4,High,Original rationale supplied in user-pasted ChatGPT JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
ChatGPT,GPT-4o,main_prompt,6,Hydrogeologist,2114,3,Medium,Original rationale supplied in user-pasted ChatGPT JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
ChatGPT,GPT-4o,main_prompt,6,Hydrologist,2114,3,Medium,Original rationale supplied in user-pasted ChatGPT JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
ChatGPT,GPT-4o,main_prompt,7,Civil engineer,2121,3,Medium,Original rationale supplied in user-pasted ChatGPT JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
ChatGPT,GPT-4o,main_prompt,7,Structural engineer,2121,3,Medium,Original rationale supplied in user-pasted ChatGPT JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
ChatGPT,GPT-4o,main_prompt,7,Geotechnical engineer,2121,3,Medium,Original rationale supplied in user-pasted ChatGPT JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
ChatGPT,GPT-4o,main_prompt,7,Transportation engineer,2121,4,High,Original rationale supplied in user-pasted ChatGPT JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
ChatGPT,GPT-4o,main_prompt,7,Water engineer (professional),2121,3,Medium,Original rationale supplied in user-pasted ChatGPT JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
ChatGPT,GPT-4o,main_prompt,7,Building and building services engineer,2121,4,High,Original rationale supplied in user-pasted ChatGPT JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
ChatGPT,GPT-4o,main_prompt,7,Engineering project manager,2127,4,High,Original rationale supplied in user-pasted ChatGPT JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
ChatGPT,GPT-4o,main_prompt,7,Project engineer,2127,4,High,Original rationale supplied in user-pasted ChatGPT JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
ChatGPT,GPT-4o,main_prompt,7,Energy engineer,2129,4,High,Original rationale supplied in user-pasted ChatGPT JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
ChatGPT,GPT-4o,main_prompt,7,Traffic engineer,2129,4,High,Original rationale supplied in user-pasted ChatGPT JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
ChatGPT,GPT-4o,main_prompt,7,Heating and ventilating engineer (professional),2129,3,Medium,Original rationale supplied in user-pasted ChatGPT JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
ChatGPT,GPT-4o,main_prompt,7,Gas engineer (professional),2129,2,Medium,Original rationale supplied in user-pasted ChatGPT JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
ChatGPT,GPT-4o,main_prompt,7,Construction project manager,2455,4,High,Original rationale supplied in user-pasted ChatGPT JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
ChatGPT,GPT-4o,main_prompt,7,Construction contract manager,2455,4,High,Original rationale supplied in user-pasted ChatGPT JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
ChatGPT,GPT-4o,main_prompt,7,Transport planner,2455,5,High,Original rationale supplied in user-pasted ChatGPT JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
ChatGPT,GPT-4o,main_prompt,7,Quantity surveyor,2453,5,High,Original rationale supplied in user-pasted ChatGPT JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
ChatGPT,GPT-4o,main_prompt,7,Building control surveyor,2454,3,Medium,Original rationale supplied in user-pasted ChatGPT JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
ChatGPT,GPT-4o,main_prompt,7,Land surveyor,2454,3,Medium,Original rationale supplied in user-pasted ChatGPT JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
ChatGPT,GPT-4o,main_prompt,7,Hydrographic surveyor,2454,2,Medium,Original rationale supplied in user-pasted ChatGPT JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
ChatGPT,GPT-4o,main_prompt,7,Town planning officer,2452,5,High,Original rationale supplied in user-pasted ChatGPT JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
ChatGPT,GPT-4o,main_prompt,7,Urban designer,2452,4,High,Original rationale supplied in user-pasted ChatGPT JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
ChatGPT,GPT-4o,main_prompt,7,Chartered architectural technologist,2452,4,High,Original rationale supplied in user-pasted ChatGPT JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
ChatGPT,GPT-4o,main_prompt,7,BIM technician,3120,5,High,Original rationale supplied in user-pasted ChatGPT JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
ChatGPT,GPT-4o,main_prompt,7,CAD technician,3120,5,High,Original rationale supplied in user-pasted ChatGPT JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
ChatGPT,GPT-4o,main_prompt,7,Architectural technician,3120,4,High,Original rationale supplied in user-pasted ChatGPT JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
ChatGPT,GPT-4o,main_prompt,7,Cartographer,3120,5,High,Original rationale supplied in user-pasted ChatGPT JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
ChatGPT,GPT-4o,main_prompt,7,Civil engineering technician,3114,3,Medium,Original rationale supplied in user-pasted ChatGPT JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
ChatGPT,GPT-4o,main_prompt,7,Building technician,3114,2,Medium,Original rationale supplied in user-pasted ChatGPT JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
ChatGPT,GPT-4o,main_prompt,7,Surveying technician,3114,2,Medium,Original rationale supplied in user-pasted ChatGPT JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
ChatGPT,GPT-4o,main_prompt,7,Planning engineer,2481,4,High,Original rationale supplied in user-pasted ChatGPT JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
ChatGPT,GPT-4o,main_prompt,7,Quality control engineer,2481,3,Medium,Original rationale supplied in user-pasted ChatGPT JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
ChatGPT,GPT-4o,main_prompt,7,Estimator,3541,5,High,Original rationale supplied in user-pasted ChatGPT JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
ChatGPT,GPT-4o,main_prompt,7,Valuer,3541,4,High,Original rationale supplied in user-pasted ChatGPT JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
ChatGPT,GPT-4o,main_prompt,7,Energy adviser and assessor,3541,5,High,Original rationale supplied in user-pasted ChatGPT JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
ChatGPT,GPT-4o,main_prompt,7,Building control officer,3581,3,Medium,Original rationale supplied in user-pasted ChatGPT JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
ChatGPT,GPT-4o,main_prompt,7,Housing and planning inspector,3581,2,Medium,Original rationale supplied in user-pasted ChatGPT JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
ChatGPT,GPT-4o,main_prompt,7,Health and safety inspector,3581,2,Medium,Original rationale supplied in user-pasted ChatGPT JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
ChatGPT,GPT-4o,main_prompt,7,Traffic and vehicle examiner/inspector,3581,2,Medium,Original rationale supplied in user-pasted ChatGPT JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
ChatGPT,GPT-4o,main_prompt,7,Occupational health and safety officer,3582,3,Medium,Original rationale supplied in user-pasted ChatGPT JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
ChatGPT,GPT-4o,main_prompt,7,Fire safety officer,3582,3,Medium,Original rationale supplied in user-pasted ChatGPT JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
ChatGPT,GPT-4o,main_prompt,7,Road traffic and transport safety officer,3582,3,Medium,Original rationale supplied in user-pasted ChatGPT JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
ChatGPT,GPT-4o,main_prompt,7,Occupational hygienist,3582,3,Medium,Original rationale supplied in user-pasted ChatGPT JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
ChatGPT,GPT-4o,main_prompt,7,Environmental health professional,2483,4,High,Original rationale supplied in user-pasted ChatGPT JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
ChatGPT,GPT-4o,main_prompt,7,Environmental consultant,2152,4,High,Original rationale supplied in user-pasted ChatGPT JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
ChatGPT,GPT-4o,main_prompt,7,Environmental scientist,2152,4,High,Original rationale supplied in user-pasted ChatGPT JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
ChatGPT,GPT-4o,main_prompt,7,Environmental/geo-environmental engineer,2152,3,Medium,Original rationale supplied in user-pasted ChatGPT JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
ChatGPT,GPT-4o,main_prompt,7,Sustainability officer,2152,5,High,Original rationale supplied in user-pasted ChatGPT JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
ChatGPT,GPT-4o,main_prompt,7,Energy manager,2152,4,High,Original rationale supplied in user-pasted ChatGPT JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
ChatGPT,GPT-4o,main_prompt,7,Hydrogeologist,2114,3,Medium,Original rationale supplied in user-pasted ChatGPT JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
ChatGPT,GPT-4o,main_prompt,7,Hydrologist,2114,3,Medium,Original rationale supplied in user-pasted ChatGPT JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
ChatGPT,GPT-4o,main_prompt,8,Civil engineer,2121,3,Medium,Original rationale supplied in user-pasted ChatGPT JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
ChatGPT,GPT-4o,main_prompt,8,Structural engineer,2121,3,Medium,Original rationale supplied in user-pasted ChatGPT JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
ChatGPT,GPT-4o,main_prompt,8,Geotechnical engineer,2121,3,Medium,Original rationale supplied in user-pasted ChatGPT JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
ChatGPT,GPT-4o,main_prompt,8,Transportation engineer,2121,4,High,Original rationale supplied in user-pasted ChatGPT JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
ChatGPT,GPT-4o,main_prompt,8,Water engineer (professional),2121,3,Medium,Original rationale supplied in user-pasted ChatGPT JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
ChatGPT,GPT-4o,main_prompt,8,Building and building services engineer,2121,4,High,Original rationale supplied in user-pasted ChatGPT JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
ChatGPT,GPT-4o,main_prompt,8,Engineering project manager,2127,4,High,Original rationale supplied in user-pasted ChatGPT JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
ChatGPT,GPT-4o,main_prompt,8,Project engineer,2127,4,High,Original rationale supplied in user-pasted ChatGPT JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
ChatGPT,GPT-4o,main_prompt,8,Energy engineer,2129,4,High,Original rationale supplied in user-pasted ChatGPT JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
ChatGPT,GPT-4o,main_prompt,8,Traffic engineer,2129,4,High,Original rationale supplied in user-pasted ChatGPT JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
ChatGPT,GPT-4o,main_prompt,8,Heating and ventilating engineer (professional),2129,3,Medium,Original rationale supplied in user-pasted ChatGPT JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
ChatGPT,GPT-4o,main_prompt,8,Gas engineer (professional),2129,2,Medium,Original rationale supplied in user-pasted ChatGPT JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
ChatGPT,GPT-4o,main_prompt,8,Construction project manager,2455,4,High,Original rationale supplied in user-pasted ChatGPT JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
ChatGPT,GPT-4o,main_prompt,8,Construction contract manager,2455,4,High,Original rationale supplied in user-pasted ChatGPT JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
ChatGPT,GPT-4o,main_prompt,8,Transport planner,2455,5,High,Original rationale supplied in user-pasted ChatGPT JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
ChatGPT,GPT-4o,main_prompt,8,Quantity surveyor,2453,5,High,Original rationale supplied in user-pasted ChatGPT JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
ChatGPT,GPT-4o,main_prompt,8,Building control surveyor,2454,3,Medium,Original rationale supplied in user-pasted ChatGPT JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
ChatGPT,GPT-4o,main_prompt,8,Land surveyor,2454,3,Medium,Original rationale supplied in user-pasted ChatGPT JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
ChatGPT,GPT-4o,main_prompt,8,Hydrographic surveyor,2454,2,Medium,Original rationale supplied in user-pasted ChatGPT JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
ChatGPT,GPT-4o,main_prompt,8,Town planning officer,2452,5,High,Original rationale supplied in user-pasted ChatGPT JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
ChatGPT,GPT-4o,main_prompt,8,Urban designer,2452,4,High,Original rationale supplied in user-pasted ChatGPT JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
ChatGPT,GPT-4o,main_prompt,8,Chartered architectural technologist,2452,4,High,Original rationale supplied in user-pasted ChatGPT JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
ChatGPT,GPT-4o,main_prompt,8,BIM technician,3120,5,High,Original rationale supplied in user-pasted ChatGPT JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
ChatGPT,GPT-4o,main_prompt,8,CAD technician,3120,5,High,Original rationale supplied in user-pasted ChatGPT JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
ChatGPT,GPT-4o,main_prompt,8,Architectural technician,3120,4,High,Original rationale supplied in user-pasted ChatGPT JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
ChatGPT,GPT-4o,main_prompt,8,Cartographer,3120,5,High,Original rationale supplied in user-pasted ChatGPT JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
ChatGPT,GPT-4o,main_prompt,8,Civil engineering technician,3114,3,Medium,Original rationale supplied in user-pasted ChatGPT JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
ChatGPT,GPT-4o,main_prompt,8,Building technician,3114,2,Medium,Original rationale supplied in user-pasted ChatGPT JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
ChatGPT,GPT-4o,main_prompt,8,Surveying technician,3114,2,Medium,Original rationale supplied in user-pasted ChatGPT JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
ChatGPT,GPT-4o,main_prompt,8,Planning engineer,2481,4,High,Original rationale supplied in user-pasted ChatGPT JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
ChatGPT,GPT-4o,main_prompt,8,Quality control engineer,2481,3,Medium,Original rationale supplied in user-pasted ChatGPT JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
ChatGPT,GPT-4o,main_prompt,8,Estimator,3541,5,High,Original rationale supplied in user-pasted ChatGPT JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
ChatGPT,GPT-4o,main_prompt,8,Valuer,3541,4,High,Original rationale supplied in user-pasted ChatGPT JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
ChatGPT,GPT-4o,main_prompt,8,Energy adviser and assessor,3541,5,High,Original rationale supplied in user-pasted ChatGPT JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
ChatGPT,GPT-4o,main_prompt,8,Building control officer,3581,3,Medium,Original rationale supplied in user-pasted ChatGPT JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
ChatGPT,GPT-4o,main_prompt,8,Housing and planning inspector,3581,2,Medium,Original rationale supplied in user-pasted ChatGPT JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
ChatGPT,GPT-4o,main_prompt,8,Health and safety inspector,3581,2,Medium,Original rationale supplied in user-pasted ChatGPT JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
ChatGPT,GPT-4o,main_prompt,8,Traffic and vehicle examiner/inspector,3581,2,Medium,Original rationale supplied in user-pasted ChatGPT JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
ChatGPT,GPT-4o,main_prompt,8,Occupational health and safety officer,3582,3,Medium,Original rationale supplied in user-pasted ChatGPT JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
ChatGPT,GPT-4o,main_prompt,8,Fire safety officer,3582,3,Medium,Original rationale supplied in user-pasted ChatGPT JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
ChatGPT,GPT-4o,main_prompt,8,Road traffic and transport safety officer,3582,3,Medium,Original rationale supplied in user-pasted ChatGPT JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
ChatGPT,GPT-4o,main_prompt,8,Occupational hygienist,3582,3,Medium,Original rationale supplied in user-pasted ChatGPT JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
ChatGPT,GPT-4o,main_prompt,8,Environmental health professional,2483,4,High,Original rationale supplied in user-pasted ChatGPT JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
ChatGPT,GPT-4o,main_prompt,8,Environmental consultant,2152,4,High,Original rationale supplied in user-pasted ChatGPT JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
ChatGPT,GPT-4o,main_prompt,8,Environmental scientist,2152,4,High,Original rationale supplied in user-pasted ChatGPT JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
ChatGPT,GPT-4o,main_prompt,8,Environmental/geo-environmental engineer,2152,3,Medium,Original rationale supplied in user-pasted ChatGPT JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
ChatGPT,GPT-4o,main_prompt,8,Sustainability officer,2152,5,High,Original rationale supplied in user-pasted ChatGPT JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
ChatGPT,GPT-4o,main_prompt,8,Energy manager,2152,4,High,Original rationale supplied in user-pasted ChatGPT JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
ChatGPT,GPT-4o,main_prompt,8,Hydrogeologist,2114,3,Medium,Original rationale supplied in user-pasted ChatGPT JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
ChatGPT,GPT-4o,main_prompt,8,Hydrologist,2114,3,Medium,Original rationale supplied in user-pasted ChatGPT JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
ChatGPT,GPT-4o,main_prompt,9,Civil engineer,2121,3,Medium,Original rationale supplied in user-pasted ChatGPT JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
