model,model_id,prompt_variant,run,occupation,soc2020_code,score,confidence,rationale,temperature,top_p,max_tokens,context_cleared
Gemini 3 Pro,Gemini-3,main_prompt,5,Cartographer,3120,4,High,Entirely digital workspace focused on standardized geographic data integration and automated map layout creation.,UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,5,Civil engineering technician,3114,2,High,"Anchored to physical material compression testing, outdoor surveying assistance, and tool adjustments.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,5,Building technician,3114,2,High,"Tied closely to manual physical examinations, tactile moisture checking, and site asset measurements.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,5,Surveying technician,3114,2,High,"Mainly involves hands-on instrument positioning, target prism placement, and basic field logging tasks.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,5,Planning engineer,2481,4,High,Algorithmic scheduling workflows focused heavily on timeline logic strings and quantitative resource logs.,UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,5,Quality control engineer,2481,3,High,"High exposure to text-based standard inspection protocols, but limited by mandatory component verification.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,5,Estimator,3541,4,High,"Highly structured matching of design specs against strict, rule-based cost database variables.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,5,Valuer,3541,3,High,"Exposed through extensive document processing, but requires subjective human localized market insight.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,5,Energy adviser and assessor,3541,4,High,"Highly routine software entries matching explicit, standardized building envelope parameters.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,5,Building control officer,3581,2,High,"Requires physical enforcement presence, manual structural testing, and real-time site risk identification.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,5,Housing and planning inspector,3581,2,High,Dominated by real-world property walkthroughs checking for structural deterioration and tangible defects.,UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,5,Health and safety inspector,3581,2,High,Relies on instantaneous physical site behavior monitoring and immediate legal stop-work authority.,UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,5,Traffic and vehicle examiner/inspector,3581,1,High,"Exclusively physical, manual diagnostic testing of mechanical components and safety linkages.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,5,Occupational health and safety officer,3582,3,High,"Exposed through standard compliance design, but insulated by sensitive personal health assessments.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,5,Fire safety officer,3582,3,High,"High code-matching text workloads, balanced by mandatory validation of physical egress paths.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,5,Road traffic and transport safety officer,3582,3,High,Blends data-driven compliance auditing logs with real-world infrastructure safety inspections.,UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,5,Occupational hygienist,3582,2,High,"Dependent on the physical setup of specialized air pumps, physical chemical sampling, and lab measurements.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,5,Environmental health professional,2483,2,High,"Tied to localized community statutory nuisance claims, physical field tracking, and real-time enforcement.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,5,Environmental consultant,2152,4,High,"Dominated by structured desk studies, literature assessments, and environmental report generation.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,5,Environmental scientist,2152,3,High,"High exposure within statistical digital data parsing, balanced by mandatory field sampling collection.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,5,Environmental/geo-environmental engineer,2152,3,High,Balances data-heavy chemical profiling with high site geological uncertainty and physical testing gaps.,UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,5,Sustainability officer,2152,4,High,Intensively focused on extensive ESG narrative text compilation and structured reporting metrics.,UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,5,Energy manager,2152,4,High,Highly exposed to continuous sub-meter data analytics and structured compliance optimization templates.,UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,5,Hydrogeologist,2114,3,High,"Exposed through computational aquifer flow modelling, though restricted by physical borehole data limits.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,5,Hydrologist,2114,4,High,Highly digitized workflow centered on execution of flood simulation code arrays and GIS data processing.,UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,6,Civil engineer,2121,3,High,"High exposure in design generation and report processing, but bounded by critical on-site risk oversight.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,6,Structural engineer,2121,3,High,"Workflow relies on structured calculation code matching, though limited by strict physical safety liabilities.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,6,Geotechnical engineer,2121,2,High,Restricted by high subsurface material uncertainty and required hands-on ground sampling field work.,UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,6,Transportation engineer,2121,3,High,"Exposed through data-heavy transit simulations, though policy execution requires political trade-offs.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,6,Water engineer (professional),2121,3,High,"Relies on standardized hydraulic calculations and report parsing, but tied to physical assets.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,6,Building and building services engineer,2121,3,High,"High standardisation in MEP layout configuration, balanced by multi-trade physical spatial limits.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,6,Engineering project manager,2127,3,High,"High data and log synthesis exposure, but delivery requires extensive human coordination and leadership.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,6,Project engineer,2127,3,High,Combines routine technical documentation processing with high-frequency face-to-face delivery tracking.,UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,6,Energy engineer,2129,4,High,Highly digital workflow centered on system optimization parameters and structured emission logs.,UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,6,Traffic engineer,2129,3,High,"Data-heavy traffic modeling tasks are exposed, but critical public safety mandates real-world validation.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,6,Heating and ventilating engineer (professional),2129,3,High,"Involves rule-governed capacity calculations and equipment schemas, bounded by building footprints.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,6,Gas engineer (professional),2129,2,High,Severely limited by high-consequence site hazard risks and practical physical network testing rules.,UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,6,Construction project manager,2455,2,High,"Focused primarily on real-world site execution tracking, subcontractor management, and crisis control.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,6,Construction contract manager,2455,4,High,Extremely high text-processing intensity involving standardized contract drafting and legal clause reviews.,UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,6,Transport planner,2455,4,High,Desk-based role centered on parsing massive dataset matrices and compiling structured written reports.,UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,6,Quantity surveyor,2453,4,High,"Highly routine and rules-based calculations of costs, material counts, and standardized bills.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,6,Building control surveyor,2454,2,High,"Regulatory interpretation is text-heavy, but core duties require physical on-site enforcement checks.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,6,Land surveyor,2454,2,High,"Mainly outdoor field operations and spatial hardware management, with data processing done downstream.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,6,Hydrographic surveyor,2454,2,High,"Constrained by physical maritime deployments and sensor operation, despite high digital data outputs.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,6,Town planning officer,2452,4,High,Highly exposed to text-driven workflows including parsing local policies and drafting permission briefs.,UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,6,Urban designer,2452,3,High,"Exposed in layout ideation and concept generation, but limited by real-world spatial experience.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,6,Chartered architectural technologist,2452,4,High,"Focuses intensely on translating concepts into highly structured, rule-governed building technical text.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,6,BIM technician,3120,4,High,Highly digital workflow centered on standardized schema auditing and automated model checks.,UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,6,CAD technician,3120,4,High,High exposure due to standardized drafting procedures and technical conversions from explicit rules.,UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,6,Architectural technician,3120,4,High,"Characterized by routine, detail-oriented drafting tasks and template-driven drawing conversions.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,6,Cartographer,3120,4,High,Entirely digital workspace focused on standardized geographic data processing and map compilation.,UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,6,Civil engineering technician,3114,2,High,"Tied closely to physical material sample testing, site measurements, and manual tool handling.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,6,Building technician,3114,2,High,"Anchored by physical building diagnostics, manual testing, and tactile asset walkthroughs.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,6,Surveying technician,3114,2,High,"Mainly involves practical, hands-on calibration and physical placement of hardware tools in the field.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,6,Planning engineer,2481,4,High,Algorithmic scheduling workflows focused heavily on timeline logic strings and resource tracking.,UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,6,Quality control engineer,2481,3,High,"High exposure to text-based standard procedures, but restricted by physical product verification.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,6,Estimator,3541,4,High,"Highly structured matching of design specs against strict, rule-based commercial databases.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,6,Valuer,3541,3,High,"Exposed through extensive document processing, but requires subjective localized market insight.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,6,Energy adviser and assessor,3541,4,High,"Highly routine software entries matching explicit, standardized building envelope parameters.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,6,Building control officer,3581,2,High,"Requires physical enforcement presence, manual structural testing, and real-time site monitoring.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,6,Housing and planning inspector,3581,2,High,Dominated by real-world property walkthroughs checking for structural deterioration and defects.,UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,6,Health and safety inspector,3581,2,High,Relies on immediate physical observation of site hazards and real-time legal enforcement.,UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,6,Traffic and vehicle examiner/inspector,3581,1,High,"Exclusively physical, manual diagnostic testing of mechanical systems and safety links.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,6,Occupational health and safety officer,3582,3,High,"Exposed through standard compliance design, but insulated by sensitive face-to-face employee interactions.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,6,Fire safety officer,3582,3,High,"High code-matching textual workload, balanced by physical verification of exit routes.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,6,Road traffic and transport safety officer,3582,3,High,Blends data-driven compliance auditing logs with real-world infrastructure safety inspections.,UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,6,Occupational hygienist,3582,2,High,Dependent on the physical setup of specialized sampling gear and specific lab measurements.,UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,6,Environmental health professional,2483,2,High,"Tied to localized statutory nuisance claims, physical field tracking, and live enforcement.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,6,Environmental consultant,2152,4,High,"Dominated by structured desk studies, literature assessments, and environmental report generation.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,6,Environmental scientist,2152,3,High,"High exposure within statistical digital data parsing, balanced by mandatory field sampling.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,6,Environmental/geo-environmental engineer,2152,3,High,Balances data-heavy chemical profiling with high site geological uncertainty and testing gaps.,UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,6,Sustainability officer,2152,4,High,Intensively focused on extensive ESG narrative text compilation and structured reporting metrics.,UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,6,Energy manager,2152,4,High,Highly exposed to continuous sub-meter data analytics and structured compliance templates.,UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,6,Hydrogeologist,2114,3,High,"Exposed through computational aquifer flow modelling, though restricted by physical borehole logs.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,6,Hydrologist,2114,4,High,Highly digitized workflow centered on execution of flood simulation code arrays and GIS mapping.,UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,7,Civil engineer,2121,3,High,High data and report processing intensity balanced by physical site presence and safety-critical accountability.,UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,7,Structural engineer,2121,3,High,"Heavy reliance on standardised math/code compliance, but restricted by strict liability and physical validation requirements.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,7,Geotechnical engineer,2121,2,High,"Limited by high field uncertainty, physical soil sampling, and site-specific risk management.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,7,Transportation engineer,2121,3,High,"Involves heavy data processing and model translation, balanced by political and multi-stakeholder trade-offs.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,7,Water engineer (professional),2121,3,High,"High exposure in design generation and regulatory compliance reporting, though limited by physical asset dependencies.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,7,Building and building services engineer,2121,3,High,"High standardisation in MEP layout automation, balanced by interdisciplinary physical coordination.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,7,Engineering project manager,2127,3,High,"High exposure in scheduling, report synthesis, and data translation, but requires heavy human coordination.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,7,Project engineer,2127,3,High,"Balances technical documentation processing with cross-functional, face-to-face team coordination.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,7,Energy engineer,2129,4,High,"Highly digital workflows focused on system optimisation, data manipulation, and regulatory text processing.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,7,Traffic engineer,2129,3,High,"Data-heavy modelling and simulation tasks are exposed, but public safety decisions limit total reliance.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,7,Heating and ventilating engineer (professional),2129,3,High,"Relies on highly structured design formulas and equipment documentation, but tied to physical building limits.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,7,Gas engineer (professional),2129,2,High,"Highly restricted by severe safety-critical risks, physical infrastructure inspection, and immediate liabilities.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,7,Construction project manager,2455,2,High,"Dominated by dynamic on-site execution, manual coordination, and real-time physical problem-solving.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,7,Construction contract manager,2455,4,High,"Highly exposed due to an intensive focus on text processing, contract drafting, and regulatory compliance reviews.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,7,Transport planner,2455,4,High,"Driven heavily by data analysis, policy drafting, and strategic report writing with minimal site presence.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,7,Quantity surveyor,2453,4,High,Extremely high data-processing and cost-estimation intensity based on structured codes and rules.,UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,7,Building control surveyor,2454,2,High,"Text-heavy compliance verification is balanced by mandatory, physical on-site inspections.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,7,Land surveyor,2454,2,High,"Requires physical fieldwork and spatial hardware operation, though data processing exposure exists downstream.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,7,Hydrographic surveyor,2454,2,High,"Dependent on physical marine deployments and specialized sensor hardware, despite high digital data outputs.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,7,Town planning officer,2452,4,High,"Highly exposed to text-heavy policy evaluation, report writing, and structured regulatory reviews.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,7,Urban designer,2452,3,High,"High exposure in rapid layout generation, but relies on creative judgement and physical spatial constraints.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,7,Chartered architectural technologist,2452,4,High,"Focuses heavily on the structured, technical translation of design concepts into rule-based documentation.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,7,BIM technician,3120,4,High,"Highly exposed to digital automation in model generation, data coordination, and routine clash detection.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,7,CAD technician,3120,4,High,Highly standardised task profile involving the drafting of technical specifications from structured inputs.,UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,7,Architectural technician,3120,4,High,Heavy emphasis on repetitive design detailing and rule-based technical drawing production.,UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,7,Cartographer,3120,4,High,Primarily digital workspace involving highly standardised geographic data processing and map compilation.,UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,7,Civil engineering technician,3114,2,High,"Tied closely to physical site testing, manual material checking, and practical fieldwork support.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,7,Building technician,3114,2,High,"Centred around physical inspections, manual measurements, and on-site asset observations.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,7,Surveying technician,3114,2,High,"Relies heavily on real-world field data collection, hardware placement, and manual operations.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,7,Planning engineer,2481,4,High,Workflow planning and data-driven resource optimization are highly algorithmic and text-heavy.,UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,7,Quality control engineer,2481,3,High,"High exposure in auditing text compliance, though physical verification limits full automation.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,7,Estimator,3541,4,High,"Highly standardised quantitative analysis of data, drawing files, and structured cost-coding sets.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,7,Valuer,3541,3,High,"High data-processing and report-writing exposure, but requires human localized market intuition.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,7,Energy adviser and assessor,3541,4,High,Highly structured process utilizing standardized software inputs to generate compliance metrics.,UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,7,Building control officer,3581,2,High,Requires physical enforcement authority and on-site regulatory inspections to verify conditions.,UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,7,Housing and planning inspector,3581,2,High,Dominated by real-world property walkthroughs and physical condition evaluations.,UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,7,Health and safety inspector,3581,2,High,Dynamic on-site environmental assessments and acute situational risk evaluations limit exposure.,UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,7,Traffic and vehicle examiner/inspector,3581,1,High,"Almost exclusively physical, sensory inspection of mechanical components and safety hardware.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,7,Occupational health and safety officer,3582,3,High,"Exposed through standard compliance design, but limited by sensitive employee interactions and clinical context.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,7,Fire safety officer,3582,3,High,"High exposure via rule-based document checking, but requires physical path checking and high-stakes accountability.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,7,Road traffic and transport safety officer,3582,3,High,Balances text-based safety audits and compliance logging with real-world infrastructure checks.,UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,7,Occupational hygienist,3582,2,High,"Highly reliant on physical sensor placement, on-site sampling, and specific physical laboratory risks.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,7,Environmental health professional,2483,2,High,"Strongly bound to physical context investigations, field sampling, and real-time legal enforcement actions.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,7,Environmental consultant,2152,4,High,"Mainly focused on structured environmental impact report writing, data processing, and desk studies.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,7,Environmental scientist,2152,3,High,"High digital data and statistical analysis exposure, balanced by field sample collection requirements.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,7,Environmental/geo-environmental engineer,2152,3,High,"Involves heavy data-driven remediation design, but is anchored by physical ground uncertainties.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,7,Sustainability officer,2152,4,High,"Intensively focused on ESG data compilation, corporate reporting synthesis, and policy drafting.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,7,Energy manager,2152,4,High,"Highly exposed to digital utility data analytics, trend evaluation, and continuous efficiency compliance.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,7,Hydrogeologist,2114,3,High,"High exposure via algorithmic subterranean modelling, but constrained by unobservable physical variables.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,7,Hydrologist,2114,4,High,"Highly exposed due to a reliance on digital flood simulations, GIS parsing, and computational data processing.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,8,Civil engineer,2121,3,High,High data and report processing intensity balanced by physical site presence and safety-critical accountability.,UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,8,Structural engineer,2121,3,High,"Heavy reliance on standardised math/code compliance, but restricted by strict liability and physical validation requirements.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,8,Geotechnical engineer,2121,2,High,"Limited by high field uncertainty, physical soil sampling, and site-specific risk management.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,8,Transportation engineer,2121,3,High,"Involves heavy data processing and model translation, balanced by political and multi-stakeholder trade-offs.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,8,Water engineer (professional),2121,3,High,"High exposure in design generation and regulatory compliance reporting, though limited by physical asset dependencies.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,8,Building and building services engineer,2121,3,High,"High standardisation in MEP layout automation, balanced by interdisciplinary physical coordination.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,8,Engineering project manager,2127,3,High,"High exposure in scheduling, report synthesis, and data translation, but requires heavy human coordination.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,8,Project engineer,2127,3,High,"Balances technical documentation processing with cross-functional, face-to-face team coordination.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,8,Energy engineer,2129,4,High,"Highly digital workflows focused on system optimisation, data manipulation, and regulatory text processing.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,8,Traffic engineer,2129,3,High,"Data-heavy modelling and simulation tasks are exposed, but public safety decisions limit total reliance.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,8,Heating and ventilating engineer (professional),2129,3,High,"Relies on highly structured design formulas and equipment documentation, but tied to physical building limits.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,8,Gas engineer (professional),2129,2,High,"Highly restricted by severe safety-critical risks, physical infrastructure inspection, and immediate liabilities.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,8,Construction project manager,2455,2,High,"Dominated by dynamic on-site execution, manual coordination, and real-time physical problem-solving.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,8,Construction contract manager,2455,4,High,"Highly exposed due to an intensive focus on text processing, contract drafting, and regulatory compliance reviews.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,8,Transport planner,2455,4,High,"Driven heavily by data analysis, policy drafting, and strategic report writing with minimal site presence.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,8,Quantity surveyor,2453,4,High,Extremely high data-processing and cost-estimation intensity based on structured codes and rules.,UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,8,Building control surveyor,2454,2,High,"Text-heavy compliance verification is balanced by mandatory, physical on-site inspections.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,8,Land surveyor,2454,2,High,"Requires physical fieldwork and spatial hardware operation, though data processing exposure exists downstream.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,8,Hydrographic surveyor,2454,2,High,"Dependent on physical marine deployments and specialized sensor hardware, despite high digital data outputs.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,8,Town planning officer,2452,4,High,"Highly exposed to text-heavy policy evaluation, report writing, and structured regulatory reviews.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,8,Urban designer,2452,3,High,"High exposure in rapid layout generation, but relies on creative judgement and physical spatial constraints.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,8,Chartered architectural technologist,2452,4,High,"Focuses heavily on the structured, technical translation of design concepts into rule-based documentation.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,8,BIM technician,3120,4,High,"Highly exposed to digital automation in model generation, data coordination, and routine clash detection.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,8,CAD technician,3120,4,High,Highly standardised task profile involving the drafting of technical specifications from structured inputs.,UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,8,Architectural technician,3120,4,High,Heavy emphasis on repetitive design detailing and rule-based technical drawing production.,UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,8,Cartographer,3120,4,High,Primarily digital workspace involving highly standardised geographic data processing and map compilation.,UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,8,Civil engineering technician,3114,2,High,"Tied closely to physical site testing, manual material checking, and practical fieldwork support.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,8,Building technician,3114,2,High,"Centred around physical inspections, manual measurements, and on-site asset observations.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,8,Surveying technician,3114,2,High,"Relies heavily on real-world field data collection, hardware placement, and manual operations.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,8,Planning engineer,2481,4,High,Workflow planning and data-driven resource optimization are highly algorithmic and text-heavy.,UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,8,Quality control engineer,2481,3,High,"High exposure in auditing text compliance, though physical verification limits full automation.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,8,Estimator,3541,4,High,"Highly standardised quantitative analysis of data, drawing files, and structured cost-coding sets.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,8,Valuer,3541,3,High,"High data-processing and report-writing exposure, but requires human localized market intuition.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,8,Energy adviser and assessor,3541,4,High,Highly structured process utilizing standardized software inputs to generate compliance metrics.,UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,8,Building control officer,3581,2,High,Requires physical enforcement authority and on-site regulatory inspections to verify conditions.,UI default,UI default,UI default,False
